verein,marktwert,date
1.FSV Mainz 05,77.75,2016-08-01
1.FC Köln,73.85,2016-08-01
FC Augsburg,60.00,2016-08-01
Hertha BSC,78.18,2016-08-01
1.FC Union Berlin,17.20,2016-08-01
Arminia Bielefeld,11.95,2016-08-01
VfL Bochum,14.08,2016-08-01
SpVgg Greuther Fürth,13.95,2016-08-01
FC Bayern München,627.70,2016-07-15
Borussia Dortmund,276.65,2016-07-15
RasenBallsport Leipzig,61.00,2016-07-15
Bayer 04 Leverkusen,228.25,2016-07-15
Eintracht Frankfurt,64.40,2016-07-15
VfL Wolfsburg,194.95,2016-07-15
Borussia Mönchengladbach,156.95,2016-07-15
TSG 1899 Hoffenheim,82.95,2016-07-15
VfB Stuttgart,50.93,2016-07-15
SC Freiburg,38.35,2016-07-15
1.FSV Mainz 05,68.33,2016-07-15
1.FC Köln,63.08,2016-07-15
FC Augsburg,62.75,2016-07-15
Hertha BSC,73.35,2016-07-15
1.FC Union Berlin,17.85,2016-07-15
Arminia Bielefeld,11.65,2016-07-15
VfL Bochum,13.18,2016-07-15
SpVgg Greuther Fürth,13.25,2016-07-15
FC Bayern München,633.78,2016-07-01
Borussia Dortmund,306.65,2016-07-01
RasenBallsport Leipzig,61.25,2016-07-01
Bayer 04 Leverkusen,230.25,2016-07-01
Eintracht Frankfurt,64.65,2016-07-01
VfL Wolfsburg,194.75,2016-07-01
Borussia Mönchengladbach,155.75,2016-07-01
TSG 1899 Hoffenheim,83.78,2016-07-01
VfB Stuttgart,49.43,2016-07-01
SC Freiburg,36.60,2016-07-01
1.FSV Mainz 05,67.58,2016-07-01
1.FC Köln,63.08,2016-07-01
FC Augsburg,65.25,2016-07-01
Hertha BSC,73.35,2016-07-01
1.FC Union Berlin,18.10,2016-07-01
Arminia Bielefeld,11.65,2016-07-01
VfL Bochum,12.73,2016-07-01
SpVgg Greuther Fürth,14.45,2016-07-01
FC Bayern München,582.63,2016-06-15
Borussia Dortmund,327.15,2016-06-15
RasenBallsport Leipzig,40.10,2016-06-15
Bayer 04 Leverkusen,211.65,2016-06-15
Eintracht Frankfurt,70.80,2016-06-15
VfL Wolfsburg,179.10,2016-06-15
Borussia Mönchengladbach,179.15,2016-06-15
TSG 1899 Hoffenheim,90.08,2016-06-15
VfB Stuttgart,76.23,2016-06-15
SC Freiburg,32.45,2016-06-15
1.FSV Mainz 05,73.13,2016-06-15
1.FC Köln,67.15,2016-06-15
FC Augsburg,60.15,2016-06-15
Hertha BSC,73.15,2016-06-15
1.FC Union Berlin,18.10,2016-06-15
Arminia Bielefeld,12.53,2016-06-15
VfL Bochum,15.70,2016-06-15
SpVgg Greuther Fürth,13.95,2016-06-15
FC Bayern München,572.63,2016-06-01
Borussia Dortmund,321.15,2016-06-01
RasenBallsport Leipzig,38.70,2016-06-01
Bayer 04 Leverkusen,213.65,2016-06-01
Eintracht Frankfurt,71.30,2016-06-01
VfL Wolfsburg,181.10,2016-06-01
Borussia Mönchengladbach,172.15,2016-06-01
TSG 1899 Hoffenheim,87.58,2016-06-01
VfB Stuttgart,77.73,2016-06-01
SC Freiburg,32.20,2016-06-01
1.FSV Mainz 05,71.13,2016-06-01
1.FC Köln,64.15,2016-06-01
FC Augsburg,58.65,2016-06-01
Hertha BSC,70.40,2016-06-01
1.FC Union Berlin,18.10,2016-06-01
Arminia Bielefeld,12.53,2016-06-01
VfL Bochum,15.70,2016-06-01
SpVgg Greuther Fürth,13.95,2016-06-01
FC Bayern München,572.63,2016-05-15
Borussia Dortmund,321.15,2016-05-15
RasenBallsport Leipzig,38.70,2016-05-15
Bayer 04 Leverkusen,213.65,2016-05-15
Eintracht Frankfurt,75.30,2016-05-15
VfL Wolfsburg,181.10,2016-05-15
Borussia Mönchengladbach,172.15,2016-05-15
TSG 1899 Hoffenheim,87.58,2016-05-15
VfB Stuttgart,77.73,2016-05-15
SC Freiburg,32.20,2016-05-15
1.FSV Mainz 05,71.13,2016-05-15
1.FC Köln,64.15,2016-05-15
FC Augsburg,58.65,2016-05-15
Hertha BSC,70.40,2016-05-15
1.FC Union Berlin,18.10,2016-05-15
Arminia Bielefeld,12.53,2016-05-15
VfL Bochum,15.70,2016-05-15
SpVgg Greuther Fürth,13.88,2016-05-15
FC Bayern München,572.55,2016-05-01
Borussia Dortmund,321.15,2016-05-01
RasenBallsport Leipzig,38.70,2016-05-01
Bayer 04 Leverkusen,213.65,2016-05-01
Eintracht Frankfurt,75.30,2016-05-01
VfL Wolfsburg,181.10,2016-05-01
Borussia Mönchengladbach,172.15,2016-05-01
TSG 1899 Hoffenheim,87.58,2016-05-01
VfB Stuttgart,77.45,2016-05-01
SC Freiburg,32.35,2016-05-01
1.FSV Mainz 05,71.13,2016-05-01
1.FC Köln,64.15,2016-05-01
FC Augsburg,58.65,2016-05-01
Hertha BSC,70.40,2016-05-01
1.FC Union Berlin,18.10,2016-05-01
Arminia Bielefeld,12.53,2016-05-01
VfL Bochum,15.70,2016-05-01
SpVgg Greuther Fürth,13.88,2016-05-01
FC Bayern München,572.55,2016-04-15
Borussia Dortmund,321.15,2016-04-15
RasenBallsport Leipzig,38.70,2016-04-15
Bayer 04 Leverkusen,213.65,2016-04-15
Eintracht Frankfurt,75.30,2016-04-15
VfL Wolfsburg,182.10,2016-04-15
Borussia Mönchengladbach,172.15,2016-04-15
TSG 1899 Hoffenheim,86.08,2016-04-15
VfB Stuttgart,77.45,2016-04-15
SC Freiburg,32.35,2016-04-15
1.FSV Mainz 05,71.13,2016-04-15
1.FC Köln,64.15,2016-04-15
FC Augsburg,58.65,2016-04-15
Hertha BSC,70.40,2016-04-15
1.FC Union Berlin,18.10,2016-04-15
Arminia Bielefeld,12.53,2016-04-15
VfL Bochum,15.70,2016-04-15
SpVgg Greuther Fürth,13.88,2016-04-15
FC Bayern München,578.55,2016-04-01
Borussia Dortmund,315.65,2016-04-01
RasenBallsport Leipzig,38.70,2016-04-01
Bayer 04 Leverkusen,211.10,2016-04-01
Eintracht Frankfurt,76.30,2016-04-01
VfL Wolfsburg,183.10,2016-04-01
Borussia Mönchengladbach,166.65,2016-04-01
TSG 1899 Hoffenheim,84.63,2016-04-01
VfB Stuttgart,73.95,2016-04-01
SC Freiburg,32.35,2016-04-01
1.FSV Mainz 05,67.63,2016-04-01
1.FC Köln,62.65,2016-04-01
FC Augsburg,58.65,2016-04-01
Hertha BSC,69.90,2016-04-01
1.FC Union Berlin,18.10,2016-04-01
Arminia Bielefeld,12.53,2016-04-01
VfL Bochum,15.70,2016-04-01
SpVgg Greuther Fürth,13.88,2016-04-01
FC Bayern München,578.55,2016-03-15
Borussia Dortmund,315.65,2016-03-15
RasenBallsport Leipzig,39.35,2016-03-15
Bayer 04 Leverkusen,211.10,2016-03-15
Eintracht Frankfurt,76.30,2016-03-15
VfL Wolfsburg,183.10,2016-03-15
Borussia Mönchengladbach,166.65,2016-03-15
TSG 1899 Hoffenheim,84.63,2016-03-15
VfB Stuttgart,73.95,2016-03-15
SC Freiburg,31.55,2016-03-15
1.FSV Mainz 05,67.63,2016-03-15
1.FC Köln,62.65,2016-03-15
FC Augsburg,58.65,2016-03-15
Hertha BSC,69.90,2016-03-15
1.FC Union Berlin,17.45,2016-03-15
Arminia Bielefeld,12.53,2016-03-15
VfL Bochum,15.70,2016-03-15
SpVgg Greuther Fürth,13.88,2016-03-15
FC Bayern München,578.55,2016-03-01
Borussia Dortmund,315.65,2016-03-01
RasenBallsport Leipzig,39.35,2016-03-01
Bayer 04 Leverkusen,211.10,2016-03-01
Eintracht Frankfurt,76.30,2016-03-01
VfL Wolfsburg,183.10,2016-03-01
Borussia Mönchengladbach,166.65,2016-03-01
TSG 1899 Hoffenheim,84.55,2016-03-01
VfB Stuttgart,73.95,2016-03-01
SC Freiburg,31.55,2016-03-01
1.FSV Mainz 05,67.63,2016-03-01
1.FC Köln,62.58,2016-03-01
FC Augsburg,58.65,2016-03-01
Hertha BSC,69.90,2016-03-01
1.FC Union Berlin,17.45,2016-03-01
Arminia Bielefeld,12.53,2016-03-01
VfL Bochum,15.70,2016-03-01
SpVgg Greuther Fürth,13.88,2016-03-01
FC Bayern München,617.10,2016-02-15
Borussia Dortmund,296.15,2016-02-15
RasenBallsport Leipzig,39.35,2016-02-15
Bayer 04 Leverkusen,202.50,2016-02-15
Eintracht Frankfurt,81.75,2016-02-15
VfL Wolfsburg,191.00,2016-02-15
Borussia Mönchengladbach,151.65,2016-02-15
TSG 1899 Hoffenheim,99.75,2016-02-15
VfB Stuttgart,75.00,2016-02-15
SC Freiburg,31.55,2016-02-15
1.FSV Mainz 05,57.58,2016-02-15
1.FC Köln,57.80,2016-02-15
FC Augsburg,58.35,2016-02-15
Hertha BSC,62.05,2016-02-15
1.FC Union Berlin,17.45,2016-02-15
Arminia Bielefeld,12.53,2016-02-15
VfL Bochum,15.70,2016-02-15
SpVgg Greuther Fürth,13.88,2016-02-15
FC Bayern München,612.10,2016-02-01
Borussia Dortmund,295.65,2016-02-01
RasenBallsport Leipzig,38.75,2016-02-01
Bayer 04 Leverkusen,201.65,2016-02-01
Eintracht Frankfurt,79.65,2016-02-01
VfL Wolfsburg,191.25,2016-02-01
Borussia Mönchengladbach,151.65,2016-02-01
TSG 1899 Hoffenheim,99.90,2016-02-01
VfB Stuttgart,75.15,2016-02-01
SC Freiburg,30.78,2016-02-01
1.FSV Mainz 05,60.60,2016-02-01
1.FC Köln,57.80,2016-02-01
FC Augsburg,57.85,2016-02-01
Hertha BSC,64.15,2016-02-01
1.FC Union Berlin,18.95,2016-02-01
Arminia Bielefeld,12.35,2016-02-01
VfL Bochum,14.95,2016-02-01
SpVgg Greuther Fürth,15.83,2016-02-01
FC Bayern München,612.10,2016-01-15
Borussia Dortmund,295.85,2016-01-15
RasenBallsport Leipzig,39.35,2016-01-15
Bayer 04 Leverkusen,203.65,2016-01-15
Eintracht Frankfurt,80.40,2016-01-15
VfL Wolfsburg,193.15,2016-01-15
Borussia Mönchengladbach,159.60,2016-01-15
TSG 1899 Hoffenheim,92.15,2016-01-15
VfB Stuttgart,78.60,2016-01-15
SC Freiburg,28.58,2016-01-15
1.FSV Mainz 05,60.90,2016-01-15
1.FC Köln,58.55,2016-01-15
FC Augsburg,57.55,2016-01-15
Hertha BSC,64.15,2016-01-15
1.FC Union Berlin,16.65,2016-01-15
Arminia Bielefeld,11.15,2016-01-15
VfL Bochum,14.95,2016-01-15
SpVgg Greuther Fürth,14.73,2016-01-15
FC Bayern München,617.68,2016-01-01
Borussia Dortmund,304.55,2016-01-01
RasenBallsport Leipzig,39.80,2016-01-01
Bayer 04 Leverkusen,203.65,2016-01-01
Eintracht Frankfurt,75.40,2016-01-01
VfL Wolfsburg,193.15,2016-01-01
Borussia Mönchengladbach,150.60,2016-01-01
TSG 1899 Hoffenheim,95.75,2016-01-01
VfB Stuttgart,70.10,2016-01-01
SC Freiburg,28.58,2016-01-01
1.FSV Mainz 05,59.40,2016-01-01
1.FC Köln,56.75,2016-01-01
FC Augsburg,53.55,2016-01-01
Hertha BSC,63.28,2016-01-01
1.FC Union Berlin,15.75,2016-01-01
Arminia Bielefeld,11.60,2016-01-01
VfL Bochum,14.95,2016-01-01
SpVgg Greuther Fürth,15.43,2016-01-01
FC Bayern München,617.68,2015-12-15
Borussia Dortmund,308.55,2015-12-15
RasenBallsport Leipzig,39.80,2015-12-15
Bayer 04 Leverkusen,203.65,2015-12-15
Eintracht Frankfurt,72.20,2015-12-15
VfL Wolfsburg,193.15,2015-12-15
Borussia Mönchengladbach,146.60,2015-12-15
TSG 1899 Hoffenheim,95.15,2015-12-15
VfB Stuttgart,70.10,2015-12-15
SC Freiburg,27.08,2015-12-15
1.FSV Mainz 05,59.40,2015-12-15
1.FC Köln,57.75,2015-12-15
FC Augsburg,53.55,2015-12-15
Hertha BSC,63.08,2015-12-15
1.FC Union Berlin,15.75,2015-12-15
Arminia Bielefeld,11.60,2015-12-15
VfL Bochum,14.75,2015-12-15
SpVgg Greuther Fürth,15.43,2015-12-15
FC Bayern München,617.68,2015-12-01
Borussia Dortmund,308.55,2015-12-01
RasenBallsport Leipzig,39.80,2015-12-01
Bayer 04 Leverkusen,203.65,2015-12-01
Eintracht Frankfurt,72.20,2015-12-01
VfL Wolfsburg,193.15,2015-12-01
Borussia Mönchengladbach,146.60,2015-12-01
TSG 1899 Hoffenheim,95.15,2015-12-01
VfB Stuttgart,69.80,2015-12-01
SC Freiburg,27.08,2015-12-01
1.FSV Mainz 05,59.40,2015-12-01
1.FC Köln,57.75,2015-12-01
FC Augsburg,53.55,2015-12-01
Hertha BSC,63.08,2015-12-01
1.FC Union Berlin,15.75,2015-12-01
Arminia Bielefeld,11.60,2015-12-01
VfL Bochum,14.75,2015-12-01
SpVgg Greuther Fürth,15.43,2015-12-01
FC Bayern München,617.68,2015-11-15
Borussia Dortmund,308.55,2015-11-15
RasenBallsport Leipzig,39.80,2015-11-15
Bayer 04 Leverkusen,203.65,2015-11-15
Eintracht Frankfurt,72.20,2015-11-15
VfL Wolfsburg,193.15,2015-11-15
Borussia Mönchengladbach,146.60,2015-11-15
TSG 1899 Hoffenheim,95.15,2015-11-15
VfB Stuttgart,69.80,2015-11-15
SC Freiburg,27.03,2015-11-15
1.FSV Mainz 05,59.10,2015-11-15
1.FC Köln,57.75,2015-11-15
FC Augsburg,53.55,2015-11-15
Hertha BSC,63.08,2015-11-15
1.FC Union Berlin,15.75,2015-11-15
Arminia Bielefeld,11.60,2015-11-15
VfL Bochum,14.75,2015-11-15
SpVgg Greuther Fürth,15.43,2015-11-15
FC Bayern München,617.68,2015-11-01
Borussia Dortmund,308.55,2015-11-01
RasenBallsport Leipzig,39.80,2015-11-01
Bayer 04 Leverkusen,203.65,2015-11-01
Eintracht Frankfurt,72.20,2015-11-01
VfL Wolfsburg,193.15,2015-11-01
Borussia Mönchengladbach,146.60,2015-11-01
TSG 1899 Hoffenheim,95.15,2015-11-01
VfB Stuttgart,69.80,2015-11-01
SC Freiburg,27.03,2015-11-01
1.FSV Mainz 05,58.85,2015-11-01
1.FC Köln,57.75,2015-11-01
FC Augsburg,53.55,2015-11-01
Hertha BSC,62.90,2015-11-01
1.FC Union Berlin,15.75,2015-11-01
Arminia Bielefeld,11.60,2015-11-01
VfL Bochum,14.75,2015-11-01
SpVgg Greuther Fürth,15.43,2015-11-01
FC Bayern München,559.10,2015-10-15
Borussia Dortmund,287.45,2015-10-15
RasenBallsport Leipzig,39.65,2015-10-15
Bayer 04 Leverkusen,189.15,2015-10-15
Eintracht Frankfurt,66.80,2015-10-15
VfL Wolfsburg,205.65,2015-10-15
Borussia Mönchengladbach,144.40,2015-10-15
TSG 1899 Hoffenheim,97.65,2015-10-15
VfB Stuttgart,65.35,2015-10-15
SC Freiburg,27.38,2015-10-15
1.FSV Mainz 05,56.68,2015-10-15
1.FC Köln,53.25,2015-10-15
FC Augsburg,52.55,2015-10-15
Hertha BSC,61.88,2015-10-15
1.FC Union Berlin,15.75,2015-10-15
Arminia Bielefeld,11.55,2015-10-15
VfL Bochum,14.05,2015-10-15
SpVgg Greuther Fürth,15.58,2015-10-15
FC Bayern München,559.10,2015-10-01
Borussia Dortmund,287.45,2015-10-01
RasenBallsport Leipzig,39.65,2015-10-01
Bayer 04 Leverkusen,189.15,2015-10-01
Eintracht Frankfurt,66.80,2015-10-01
VfL Wolfsburg,205.65,2015-10-01
Borussia Mönchengladbach,144.40,2015-10-01
TSG 1899 Hoffenheim,97.65,2015-10-01
VfB Stuttgart,65.35,2015-10-01
SC Freiburg,27.38,2015-10-01
1.FSV Mainz 05,56.68,2015-10-01
1.FC Köln,53.25,2015-10-01
FC Augsburg,52.55,2015-10-01
Hertha BSC,61.88,2015-10-01
1.FC Union Berlin,15.75,2015-10-01
Arminia Bielefeld,11.55,2015-10-01
VfL Bochum,14.05,2015-10-01
SpVgg Greuther Fürth,15.58,2015-10-01
FC Bayern München,559.25,2015-09-15
Borussia Dortmund,287.45,2015-09-15
RasenBallsport Leipzig,39.65,2015-09-15
Bayer 04 Leverkusen,189.15,2015-09-15
Eintracht Frankfurt,66.80,2015-09-15
VfL Wolfsburg,205.65,2015-09-15
Borussia Mönchengladbach,144.40,2015-09-15
TSG 1899 Hoffenheim,97.65,2015-09-15
VfB Stuttgart,65.35,2015-09-15
SC Freiburg,27.38,2015-09-15
1.FSV Mainz 05,56.68,2015-09-15
1.FC Köln,53.25,2015-09-15
FC Augsburg,52.55,2015-09-15
Hertha BSC,61.88,2015-09-15
1.FC Union Berlin,15.75,2015-09-15
Arminia Bielefeld,11.55,2015-09-15
VfL Bochum,14.05,2015-09-15
SpVgg Greuther Fürth,15.58,2015-09-15
FC Bayern München,559.10,2015-09-01
Borussia Dortmund,292.45,2015-09-01
RasenBallsport Leipzig,39.70,2015-09-01
Bayer 04 Leverkusen,189.15,2015-09-01
Eintracht Frankfurt,66.80,2015-09-01
VfL Wolfsburg,204.90,2015-09-01
Borussia Mönchengladbach,144.40,2015-09-01
TSG 1899 Hoffenheim,97.65,2015-09-01
VfB Stuttgart,64.95,2015-09-01
SC Freiburg,27.38,2015-09-01
1.FSV Mainz 05,56.43,2015-09-01
1.FC Köln,53.25,2015-09-01
FC Augsburg,52.55,2015-09-01
Hertha BSC,61.88,2015-09-01
1.FC Union Berlin,15.75,2015-09-01
Arminia Bielefeld,11.55,2015-09-01
VfL Bochum,14.03,2015-09-01
SpVgg Greuther Fürth,15.48,2015-09-01
FC Bayern München,568.10,2015-08-15
Borussia Dortmund,302.10,2015-08-15
RasenBallsport Leipzig,39.25,2015-08-15
Bayer 04 Leverkusen,189.65,2015-08-15
Eintracht Frankfurt,69.30,2015-08-15
VfL Wolfsburg,238.40,2015-08-15
Borussia Mönchengladbach,140.90,2015-08-15
TSG 1899 Hoffenheim,91.85,2015-08-15
VfB Stuttgart,74.05,2015-08-15
SC Freiburg,28.68,2015-08-15
1.FSV Mainz 05,58.93,2015-08-15
1.FC Köln,53.80,2015-08-15
FC Augsburg,55.95,2015-08-15
Hertha BSC,62.73,2015-08-15
1.FC Union Berlin,15.75,2015-08-15
Arminia Bielefeld,11.35,2015-08-15
VfL Bochum,13.45,2015-08-15
SpVgg Greuther Fürth,15.33,2015-08-15
FC Bayern München,568.00,2015-08-01
Borussia Dortmund,302.00,2015-08-01
RasenBallsport Leipzig,39.45,2015-08-01
Bayer 04 Leverkusen,180.15,2015-08-01
Eintracht Frankfurt,66.30,2015-08-01
VfL Wolfsburg,238.40,2015-08-01
Borussia Mönchengladbach,141.40,2015-08-01
TSG 1899 Hoffenheim,93.30,2015-08-01
VfB Stuttgart,75.05,2015-08-01
SC Freiburg,28.68,2015-08-01
1.FSV Mainz 05,58.93,2015-08-01
1.FC Köln,53.80,2015-08-01
FC Augsburg,52.35,2015-08-01
Hertha BSC,63.70,2015-08-01
1.FC Union Berlin,15.85,2015-08-01
Arminia Bielefeld,11.35,2015-08-01
VfL Bochum,12.95,2015-08-01
SpVgg Greuther Fürth,15.48,2015-08-01
FC Bayern München,558.50,2015-07-15
Borussia Dortmund,320.90,2015-07-15
RasenBallsport Leipzig,35.05,2015-07-15
Bayer 04 Leverkusen,167.25,2015-07-15
Eintracht Frankfurt,63.40,2015-07-15
VfL Wolfsburg,229.00,2015-07-15
Borussia Mönchengladbach,126.05,2015-07-15
TSG 1899 Hoffenheim,97.28,2015-07-15
VfB Stuttgart,79.50,2015-07-15
SC Freiburg,38.58,2015-07-15
1.FSV Mainz 05,59.90,2015-07-15
1.FC Köln,52.75,2015-07-15
FC Augsburg,44.60,2015-07-15
Hertha BSC,62.85,2015-07-15
1.FC Union Berlin,15.40,2015-07-15
Arminia Bielefeld,9.98,2015-07-15
VfL Bochum,12.15,2015-07-15
SpVgg Greuther Fürth,16.40,2015-07-15
FC Bayern München,564.58,2015-07-01
Borussia Dortmund,338.40,2015-07-01
RasenBallsport Leipzig,34.33,2015-07-01
Bayer 04 Leverkusen,167.25,2015-07-01
Eintracht Frankfurt,78.20,2015-07-01
VfL Wolfsburg,229.70,2015-07-01
Borussia Mönchengladbach,124.68,2015-07-01
TSG 1899 Hoffenheim,102.38,2015-07-01
VfB Stuttgart,81.00,2015-07-01
SC Freiburg,38.58,2015-07-01
1.FSV Mainz 05,62.20,2015-07-01
1.FC Köln,41.75,2015-07-01
FC Augsburg,44.85,2015-07-01
Hertha BSC,63.40,2015-07-01
1.FC Union Berlin,14.55,2015-07-01
Arminia Bielefeld,9.98,2015-07-01
VfL Bochum,12.18,2015-07-01
SpVgg Greuther Fürth,18.40,2015-07-01
FC Bayern München,551.33,2015-06-15
Borussia Dortmund,313.90,2015-06-15
RasenBallsport Leipzig,30.15,2015-06-15
Bayer 04 Leverkusen,172.60,2015-06-15
Eintracht Frankfurt,70.55,2015-06-15
VfL Wolfsburg,216.20,2015-06-15
Borussia Mönchengladbach,130.58,2015-06-15
TSG 1899 Hoffenheim,118.20,2015-06-15
VfB Stuttgart,86.65,2015-06-15
SC Freiburg,55.00,2015-06-15
1.FSV Mainz 05,74.60,2015-06-15
1.FC Köln,45.15,2015-06-15
FC Augsburg,48.55,2015-06-15
Hertha BSC,62.70,2015-06-15
1.FC Union Berlin,13.65,2015-06-15
Arminia Bielefeld,7.55,2015-06-15
VfL Bochum,14.70,2015-06-15
SpVgg Greuther Fürth,17.88,2015-06-15
FC Bayern München,551.38,2015-06-01
Borussia Dortmund,313.90,2015-06-01
RasenBallsport Leipzig,30.15,2015-06-01
Bayer 04 Leverkusen,172.60,2015-06-01
Eintracht Frankfurt,70.55,2015-06-01
VfL Wolfsburg,216.20,2015-06-01
Borussia Mönchengladbach,130.45,2015-06-01
TSG 1899 Hoffenheim,118.20,2015-06-01
VfB Stuttgart,86.65,2015-06-01
SC Freiburg,55.00,2015-06-01
1.FSV Mainz 05,74.60,2015-06-01
1.FC Köln,45.15,2015-06-01
FC Augsburg,48.55,2015-06-01
Hertha BSC,62.70,2015-06-01
1.FC Union Berlin,13.65,2015-06-01
Arminia Bielefeld,7.55,2015-06-01
VfL Bochum,14.70,2015-06-01
SpVgg Greuther Fürth,17.95,2015-06-01
FC Bayern München,551.38,2015-05-15
Borussia Dortmund,313.90,2015-05-15
RasenBallsport Leipzig,30.15,2015-05-15
Bayer 04 Leverkusen,172.60,2015-05-15
Eintracht Frankfurt,70.55,2015-05-15
VfL Wolfsburg,216.20,2015-05-15
Borussia Mönchengladbach,130.45,2015-05-15
TSG 1899 Hoffenheim,118.20,2015-05-15
VfB Stuttgart,86.65,2015-05-15
SC Freiburg,55.00,2015-05-15
1.FSV Mainz 05,74.60,2015-05-15
1.FC Köln,45.15,2015-05-15
FC Augsburg,48.55,2015-05-15
Hertha BSC,62.70,2015-05-15
1.FC Union Berlin,13.65,2015-05-15
Arminia Bielefeld,7.55,2015-05-15
VfL Bochum,14.70,2015-05-15
SpVgg Greuther Fürth,17.95,2015-05-15
FC Bayern München,551.25,2015-05-01
Borussia Dortmund,313.90,2015-05-01
RasenBallsport Leipzig,30.15,2015-05-01
Bayer 04 Leverkusen,172.60,2015-05-01
Eintracht Frankfurt,70.55,2015-05-01
VfL Wolfsburg,216.20,2015-05-01
Borussia Mönchengladbach,130.45,2015-05-01
TSG 1899 Hoffenheim,118.20,2015-05-01
VfB Stuttgart,86.65,2015-05-01
SC Freiburg,55.00,2015-05-01
1.FSV Mainz 05,74.60,2015-05-01
1.FC Köln,45.15,2015-05-01
FC Augsburg,48.55,2015-05-01
Hertha BSC,62.70,2015-05-01
1.FC Union Berlin,13.65,2015-05-01
Arminia Bielefeld,7.55,2015-05-01
VfL Bochum,14.70,2015-05-01
SpVgg Greuther Fürth,17.95,2015-05-01
FC Bayern München,551.25,2015-04-15
Borussia Dortmund,313.90,2015-04-15
RasenBallsport Leipzig,30.15,2015-04-15
Bayer 04 Leverkusen,172.60,2015-04-15
Eintracht Frankfurt,70.55,2015-04-15
VfL Wolfsburg,216.20,2015-04-15
Borussia Mönchengladbach,130.45,2015-04-15
TSG 1899 Hoffenheim,118.20,2015-04-15
VfB Stuttgart,86.65,2015-04-15
SC Freiburg,55.00,2015-04-15
1.FSV Mainz 05,74.60,2015-04-15
1.FC Köln,45.15,2015-04-15
FC Augsburg,48.55,2015-04-15
Hertha BSC,62.70,2015-04-15
1.FC Union Berlin,13.65,2015-04-15
Arminia Bielefeld,7.55,2015-04-15
VfL Bochum,14.70,2015-04-15
SpVgg Greuther Fürth,17.95,2015-04-15
FC Bayern München,551.25,2015-04-01
Borussia Dortmund,313.90,2015-04-01
RasenBallsport Leipzig,30.15,2015-04-01
Bayer 04 Leverkusen,174.60,2015-04-01
Eintracht Frankfurt,70.55,2015-04-01
VfL Wolfsburg,216.20,2015-04-01
Borussia Mönchengladbach,130.45,2015-04-01
TSG 1899 Hoffenheim,118.20,2015-04-01
VfB Stuttgart,86.65,2015-04-01
SC Freiburg,55.00,2015-04-01
1.FSV Mainz 05,74.60,2015-04-01
1.FC Köln,45.15,2015-04-01
FC Augsburg,48.55,2015-04-01
Hertha BSC,62.70,2015-04-01
1.FC Union Berlin,13.65,2015-04-01
Arminia Bielefeld,7.55,2015-04-01
VfL Bochum,14.70,2015-04-01
SpVgg Greuther Fürth,17.88,2015-04-01
FC Bayern München,551.25,2015-03-15
Borussia Dortmund,317.80,2015-03-15
RasenBallsport Leipzig,29.00,2015-03-15
Bayer 04 Leverkusen,177.10,2015-03-15
Eintracht Frankfurt,69.05,2015-03-15
VfL Wolfsburg,206.35,2015-03-15
Borussia Mönchengladbach,130.45,2015-03-15
TSG 1899 Hoffenheim,118.20,2015-03-15
VfB Stuttgart,89.25,2015-03-15
SC Freiburg,54.50,2015-03-15
1.FSV Mainz 05,75.20,2015-03-15
1.FC Köln,42.15,2015-03-15
FC Augsburg,48.55,2015-03-15
Hertha BSC,63.70,2015-03-15
1.FC Union Berlin,13.55,2015-03-15
Arminia Bielefeld,7.90,2015-03-15
VfL Bochum,14.35,2015-03-15
SpVgg Greuther Fürth,17.98,2015-03-15
FC Bayern München,551.25,2015-03-01
Borussia Dortmund,317.80,2015-03-01
RasenBallsport Leipzig,29.00,2015-03-01
Bayer 04 Leverkusen,177.10,2015-03-01
Eintracht Frankfurt,69.05,2015-03-01
VfL Wolfsburg,206.35,2015-03-01
Borussia Mönchengladbach,130.45,2015-03-01
TSG 1899 Hoffenheim,118.20,2015-03-01
VfB Stuttgart,89.05,2015-03-01
SC Freiburg,54.50,2015-03-01
1.FSV Mainz 05,75.20,2015-03-01
1.FC Köln,42.15,2015-03-01
FC Augsburg,48.55,2015-03-01
Hertha BSC,63.70,2015-03-01
1.FC Union Berlin,13.55,2015-03-01
Arminia Bielefeld,7.95,2015-03-01
VfL Bochum,14.35,2015-03-01
SpVgg Greuther Fürth,17.98,2015-03-01
FC Bayern München,551.25,2015-02-15
Borussia Dortmund,317.80,2015-02-15
RasenBallsport Leipzig,29.10,2015-02-15
Bayer 04 Leverkusen,177.10,2015-02-15
Eintracht Frankfurt,72.05,2015-02-15
VfL Wolfsburg,206.35,2015-02-15
Borussia Mönchengladbach,130.45,2015-02-15
TSG 1899 Hoffenheim,118.20,2015-02-15
VfB Stuttgart,89.05,2015-02-15
SC Freiburg,54.45,2015-02-15
1.FSV Mainz 05,75.20,2015-02-15
1.FC Köln,42.15,2015-02-15
FC Augsburg,48.55,2015-02-15
Hertha BSC,63.70,2015-02-15
1.FC Union Berlin,13.55,2015-02-15
Arminia Bielefeld,8.00,2015-02-15
VfL Bochum,14.35,2015-02-15
SpVgg Greuther Fürth,17.98,2015-02-15
FC Bayern München,544.05,2015-02-01
Borussia Dortmund,349.55,2015-02-01
RasenBallsport Leipzig,28.35,2015-02-01
Bayer 04 Leverkusen,179.30,2015-02-01
